transaction_id,account_id,txn_date,amount,currency,direction,counterparty_country,channel
T0001388,C00093-A2,2023-02-15,6655.01,GBP,Credit,IT,SEPA Transfer
T0001389,C00093-A2,2023-02-24,75166.48,EUR,Credit,KY,Branch
T0001390,C00093-A2,2022-08-30,59486.88,CHF,Debit,RU,Web
T0001391,C00093-A2,2024-09-16,51939.03,CHF,Debit,KY,Web
T0001392,C00093-A2,2023-05-17,18990.6,CHF,Credit,DE,Intl Transfer
T0001393,C00093-A2,2024-12-14,41397.83,GBP,Credit,XX,Intl Transfer
T0001394,C00093-A2,2022-09-15,6248.3,CHF,Debit,KP,Web
T0001395,C00093-A2,2024-01-03,21139.36,CHF,Debit,CN,Web
T0001396,C00093-A2,2023-10-09,77794.7,GBP,Credit,CN,Web
T0001397,C00094-A1,2024-12-26,32737.69,CHF,Debit,CN,Mobile
T0001398,C00094-A1,2024-09-12,38554.12,EUR,Debit,PA,Intl Transfer
T0001399,C00094-A1,2024-06-22,89689.95,USD,Credit,TR,SEPA Transfer
T0001400,C00094-A1,2023-12-21,77610.71,GBP,Debit,BR,Intl Transfer
T0001401,C00094-A1,2022-07-07,45964.55,GBP,Debit,ES,Web
T0001402,C00094-A1,2023-11-02,52659.61,EUR,Credit,GB,Branch
T0001403,C00094-A1,2024-08-30,40755.84,USD,Credit,XX,Web
T0001404,C00094-A1,2022-10-12,83754.31,EUR,Debit,XX,Web
T0001405,C00094-A1,2022-11-26,7753.87,CHF,Debit,LU,SEPA Transfer
T0001406,C00094-A1,2023-06-11,7336.08,CHF,Credit,XX,Web
T0001407,C00094-A1,2023-05-08,485.87,EUR,Debit,FR,Mobile
T0001408,C00094-A1,2024-04-13,34507.9,USD,Debit,CN,SEPA Transfer
T0001409,C00094-A1,2023-11-24,3920.64,GBP,Debit,PA,Web
T0001410,C00094-A2,2024-05-19,58577.23,USD,Credit,GB,Intl Transfer
T0001411,C00094-A2,2023-04-04,80415.12,GBP,Debit,BR,Intl Transfer
T0001412,C00094-A2,2024-09-15,75689.56,EUR,Credit,IR,Intl Transfer
T0001413,C00095-A1,2023-09-12,45505.76,CHF,Credit,IT,Intl Transfer
T0001414,C00096-A1,2024-07-12,29158.22,GBP,Debit,FR,Intl Transfer
T0001415,C00096-A1,2024-10-22,26261.72,EUR,Credit,XX,Web
T0001416,C00096-A1,2023-05-09,16141.91,GBP,Credit,SY,SEPA Transfer
T0001417,C00096-A1,2023-06-15,83502.82,GBP,Credit,FR,Mobile
T0001418,C00096-A1,2023-02-21,71771.67,USD,Credit,DE,Mobile
T0001419,C00096-A2,2022-05-29,70114.14,CHF,Debit,XX,Mobile
T0001420,C00096-A2,2022-08-27,81168.46,GBP,Debit,IT,Mobile
T0001421,C00096-A2,2023-08-22,82305.69,EUR,Debit,NG,Intl Transfer
T0001422,C00096-A2,2023-11-20,64458.16,USD,Credit,DE,Branch
T0001423,C00096-A2,2023-10-31,61542.42,EUR,Debit,ES,Web
T0001424,C00096-A2,2022-11-24,69182.78,CHF,Debit,GB,SEPA Transfer
T0001425,C00096-A2,2023-06-05,18688.02,GBP,Credit,MA,SEPA Transfer
T0001426,C00096-A2,2022-11-23,61983.55,CHF,Debit,SY,SEPA Transfer
T0001427,C00096-A2,2024-04-16,41308.86,USD,Debit,SY,Web
T0001428,C00096-A2,2022-04-22,81657.32,EUR,Credit,KP,SEPA Transfer
T0001429,C00096-A3,2022-04-17,41726.95,CHF,Credit,CN,Branch
T0001430,C00096-A3,2023-11-04,73401.28,GBP,Credit,IR,Intl Transfer
T0001431,C00096-A3,2023-08-15,85067.29,GBP,Credit,US,Intl Transfer
T0001432,C00096-A3,2024-01-18,39196.83,USD,Credit,CH,SEPA Transfer
T0001433,C00096-A3,2023-08-30,55313.15,EUR,Debit,BR,SEPA Transfer
T0001434,C00096-A3,2022-07-25,66056.23,USD,Credit,PA,Mobile
T0001435,C00097-A1,2022-07-23,76538.08,CHF,Debit,AE,Web
T0001436,C00097-A1,2022-09-30,134.98,CHF,Debit,AE,Branch
T0001437,C00097-A1,2023-11-06,18820.63,GBP,Credit,NG,Mobile
T0001438,C00097-A1,2023-08-29,49802.77,EUR,Credit,DE,SEPA Transfer
T0001439,C00097-A1,2022-03-14,72367.12,EUR,Debit,CN,SEPA Transfer
T0001440,C00097-A1,2023-06-02,71235.13,USD,Credit,IT,Branch
T0001441,C00097-A1,2024-02-18,29362.14,GBP,Debit,CN,SEPA Transfer
T0001442,C00097-A1,2023-09-12,50090.68,EUR,Credit,CN,Mobile
T0001443,C00097-A1,2024-01-13,46463.18,CHF,Credit,IT,Mobile
T0001444,C00097-A1,2024-09-17,50571.98,USD,Credit,RU,Branch
T0001445,C00097-A1,2023-09-04,26165.19,USD,Credit,BE,Intl Transfer
T0001446,C00097-A1,2024-07-09,76280.17,EUR,Credit,DE,Branch
T0001447,C00097-A1,2024-10-19,62235.69,CHF,Debit,PA,SEPA Transfer
T0001448,C00097-A2,2022-01-14,44176.4,GBP,Debit,CH,Web
T0001449,C00097-A2,2024-04-08,72359.51,GBP,Debit,KY,Intl Transfer
T0001450,C00098-A1,2022-04-03,31457.67,GBP,Credit,NG,SEPA Transfer
T0001451,C00098-A1,2024-01-02,68256.18,USD,Debit,BR,Mobile
T0001452,C00098-A1,2023-02-08,63345.14,CHF,Debit,BE,Intl Transfer
T0001453,C00098-A1,2023-09-18,59678.08,USD,Debit,CH,Branch
T0001454,C00098-A1,2024-02-18,17101.63,CHF,Credit,KP,Branch
T0001455,C00098-A1,2022-04-23,61130.03,EUR,Debit,SY,Mobile
T0001456,C00098-A1,2022-01-15,36856.01,GBP,Debit,DE,Web
T0001457,C00098-A1,2024-08-31,14226.48,CHF,Credit,US,Intl Transfer
T0001458,C00098-A1,2024-09-02,65456.48,EUR,Credit,KP,Branch
T0001459,C00098-A2,2023-10-03,13675.33,EUR,Debit,PA,Branch
T0001460,C00098-A2,2024-12-05,43456.38,EUR,Debit,BR,SEPA Transfer
T0001461,C00098-A2,2024-07-20,46380.27,CHF,Debit,AE,Mobile
T0001462,C00098-A2,2024-04-16,73222.1,EUR,Debit,KY,Branch
T0001463,C00098-A2,2024-02-25,78378.3,USD,Credit,TR,SEPA Transfer
T0001464,C00098-A2,2024-08-05,80597.93,CHF,Credit,TR,SEPA Transfer
T0001465,C00098-A2,2022-08-04,82941.98,USD,Debit,BR,Intl Transfer
T0001466,C00098-A2,2022-03-28,15641.04,GBP,Credit,BR,Branch
T0001467,C00098-A2,2023-12-03,69782.92,GBP,Credit,KP,Web
T0001468,C00098-A2,2024-06-28,28003.34,EUR,Credit,DE,Branch
T0001469,C00098-A2,2022-09-30,9956.72,USD,Debit,RU,Mobile
T0001470,C00098-A2,2022-12-23,62576.23,USD,Credit,CH,Intl Transfer
T0001471,C00098-A2,2024-06-23,42048.78,USD,Debit,MA,Branch
T0001472,C00098-A2,2022-09-25,79686.96,USD,Debit,US,Branch
T0001473,C00099-A1,2023-10-16,77750.7,GBP,Debit,LU,Branch
T0001474,C00099-A1,2022-06-11,45847.7,USD,Credit,CN,Mobile
T0001475,C00099-A1,2024-05-22,74667.0,GBP,Debit,TR,SEPA Transfer
T0001476,C00099-A1,2024-02-23,12788.43,CHF,Debit,PA,Web
T0001477,C00099-A1,2024-11-18,70168.32,USD,Credit,IR,Mobile
T0001478,C00099-A1,2024-03-17,79701.18,GBP,Debit,IT,Branch
T0001479,C00099-A2,2022-11-04,22750.98,USD,Debit,DE,Mobile
T0001480,C00099-A2,2024-03-13,59430.82,GBP,Credit,CH,Web
T0001481,C00099-A2,2022-02-13,77859.5,CHF,Credit,NG,Intl Transfer
T0001482,C00099-A2,2023-12-19,76661.74,GBP,Debit,IT,Mobile
T0001483,C00099-A2,2023-08-24,31916.19,EUR,Credit,DE,Intl Transfer
T0001484,C00099-A2,2022-07-19,5121.51,CHF,Debit,ES,Intl Transfer
T0001485,C00099-A2,2024-04-28,35942.45,GBP,Credit,KP,Web
T0001486,C00099-A2,2023-06-24,58664.11,EUR,Debit,CH,SEPA Transfer
T0001487,C00100-A1,2024-11-20,68123.33,EUR,Debit,MA,SEPA Transfer
T0001488,C00100-A1,2024-05-09,67951.48,EUR,Debit,GB,Web
T0001489,C00100-A1,2024-04-04,42090.97,GBP,Credit,FR,Web
T0001490,C00100-A1,2022-02-04,84540.81,EUR,Credit,BR,Web
T0001491,C00100-A1,2022-08-30,82581.37,CHF,Debit,NG,Intl Transfer
T0001492,C00100-A1,2022-04-13,34799.98,USD,Debit,DE,Mobile
T0001493,C00100-A1,2022-04-07,81549.02,GBP,Debit,LU,SEPA Transfer
T0001494,C00100-A1,2023-09-21,78174.35,EUR,Credit,IR,Mobile
T0001495,C00100-A1,2024-06-30,22782.55,GBP,Debit,XX,SEPA Transfer
T0001496,C00100-A1,2023-03-14,75993.46,USD,Debit,CN,Mobile
T0001497,C00100-A1,2024-04-12,38395.51,USD,Credit,PA,Intl Transfer
T0001498,C00100-A1,2023-02-03,31372.99,USD,Credit,US,Intl Transfer
T0001499,C00100-A2,2022-04-20,6609.51,USD,Debit,US,Intl Transfer
T0001500,C00100-A2,2024-08-11,41645.38,GBP,Credit,DE,Web
T0001501,C00100-A2,2023-08-21,87260.27,CHF,Debit,GB,Web
T0001502,C00101-A1,2024-02-25,51771.59,CHF,Credit,DE,Intl Transfer
T0001503,C00101-A1,2023-04-08,69229.89,GBP,Debit,DE,Intl Transfer
T0001504,C00101-A1,2022-02-22,78040.89,CHF,Credit,MA,SEPA Transfer
T0001505,C00101-A1,2023-10-28,51150.16,EUR,Credit,CN,Intl Transfer
T0001506,C00101-A1,2024-09-15,30617.52,GBP,Debit,XX,Mobile
T0001507,C00101-A1,2023-01-11,39910.73,CHF,Debit,DE,Mobile
T0001508,C00101-A1,2022-07-20,26337.11,EUR,Debit,US,Branch
T0001509,C00101-A1,2022-11-28,88736.73,CHF,Credit,US,Mobile
T0001510,C00101-A1,2023-03-26,34160.58,GBP,Credit,KP,Branch
T0001511,C00101-A1,2022-12-06,58099.49,GBP,Debit,GB,Mobile
T0001512,C00101-A1,2023-11-03,43402.05,USD,Credit,MA,SEPA Transfer
T0001513,C00101-A1,2023-03-18,12433.48,CHF,Credit,IR,Mobile
T0001514,C00101-A1,2022-08-10,55375.64,EUR,Credit,DE,Mobile
T0001515,C00101-A1,2023-01-11,57129.07,CHF,Debit,KP,Mobile
T0001516,C00102-A1,2024-03-09,26003.66,CHF,Debit,KY,Intl Transfer
T0001517,C00102-A1,2024-03-03,43156.04,GBP,Debit,TR,Mobile
T0001518,C00102-A1,2024-09-01,75528.13,USD,Credit,SY,SEPA Transfer
T0001519,C00102-A1,2022-11-04,36461.14,CHF,Debit,TR,Branch
T0001520,C00102-A1,2022-03-25,11013.27,EUR,Debit,KY,SEPA Transfer
T0001521,C00102-A1,2023-01-09,43317.5,USD,Credit,BE,Intl Transfer
T0001522,C00102-A1,2022-02-16,71874.77,USD,Debit,FR,SEPA Transfer
T0001523,C00102-A1,2022-02-10,82422.15,EUR,Debit,CH,SEPA Transfer
T0001524,C00102-A1,2024-11-30,21848.58,CHF,Credit,KY,Mobile
T0001525,C00102-A1,2022-04-06,12862.56,GBP,Credit,NG,Web
T0001526,C00102-A1,2022-02-11,56912.8,GBP,Credit,AE,Web
T0001527,C00102-A1,2024-02-07,31841.44,CHF,Debit,PA,Web
T0001528,C00102-A1,2023-10-24,33928.41,EUR,Credit,IT,SEPA Transfer
T0001529,C00102-A1,2022-12-29,64932.23,GBP,Debit,KY,Intl Transfer
T0001530,C00103-A1,2024-12-21,77648.99,GBP,Debit,TR,Intl Transfer
T0001531,C00103-A1,2022-12-25,67680.31,CHF,Credit,US,Intl Transfer
T0001532,C00103-A1,2024-03-07,14650.88,GBP,Credit,ES,SEPA Transfer
T0001533,C00103-A1,2023-03-07,35605.96,CHF,Debit,US,Branch
T0001534,C00103-A1,2022-07-16,61409.4,USD,Credit,US,Web
T0001535,C00103-A1,2024-09-26,20537.1,USD,Credit,BR,SEPA Transfer
T0001536,C00103-A1,2022-06-04,16497.0,GBP,Debit,TR,Mobile
T0001537,C00103-A1,2022-02-16,54137.79,GBP,Credit,BR,SEPA Transfer
T0001538,C00103-A1,2024-04-06,78393.08,GBP,Credit,LU,SEPA Transfer
T0001539,C00103-A1,2023-01-09,38578.03,EUR,Credit,PA,Intl Transfer
T0001540,C00103-A1,2023-09-04,78407.92,USD,Debit,PA,Web
T0001541,C00103-A2,2024-07-15,41622.64,EUR,Debit,BE,Intl Transfer
T0001542,C00103-A2,2022-10-13,28524.75,CHF,Debit,MA,Branch
T0001543,C00103-A2,2024-08-14,18430.28,USD,Credit,IT,Branch
T0001544,C00103-A2,2024-04-26,39994.42,USD,Debit,GB,Mobile
T0001545,C00103-A2,2023-01-28,68621.04,EUR,Debit,BR,Intl Transfer
T0001546,C00103-A2,2022-07-10,56357.39,GBP,Debit,PA,Branch
T0001547,C00103-A2,2023-10-08,48390.85,USD,Debit,IR,Web
T0001548,C00103-A2,2023-10-01,23390.57,USD,Credit,ES,SEPA Transfer
T0001549,C00103-A3,2022-10-11,30208.02,EUR,Debit,CN,Intl Transfer
T0001550,C00103-A3,2024-03-14,67671.55,CHF,Credit,MA,Intl Transfer
T0001551,C00103-A3,2022-02-16,21568.77,CHF,Debit,LU,Web
T0001552,C00103-A3,2024-09-27,20979.75,USD,Credit,GB,Branch
T0001553,C00103-A3,2023-07-29,46719.59,USD,Credit,GB,Mobile
T0001554,C00103-A3,2023-12-24,4180.41,EUR,Credit,SY,Mobile
T0001555,C00104-A1,2022-09-04,12741.2,GBP,Credit,RU,SEPA Transfer
T0001556,C00104-A1,2022-08-02,55765.79,EUR,Credit,MA,Web
T0001557,C00104-A1,2024-11-26,21943.13,USD,Credit,GB,Branch
T0001558,C00104-A1,2022-12-09,87465.37,EUR,Credit,XX,Mobile
T0001559,C00104-A1,2022-03-20,51947.34,GBP,Credit,KP,SEPA Transfer
T0001560,C00104-A1,2023-02-11,89764.08,USD,Credit,KP,Branch
T0001561,C00104-A1,2024-09-28,75370.97,GBP,Debit,DE,Mobile
T0001562,C00104-A1,2022-12-26,34805.17,EUR,Debit,SY,Mobile
T0001563,C00105-A1,2024-01-15,4272.26,EUR,Debit,MA,SEPA Transfer
T0001564,C00105-A1,2023-04-05,23455.09,EUR,Debit,KP,SEPA Transfer
T0001565,C00106-A1,2022-09-06,9569.36,GBP,Credit,DE,SEPA Transfer
T0001566,C00106-A1,2024-07-17,51327.91,GBP,Debit,BE,Web
T0001567,C00106-A1,2023-09-07,72357.14,USD,Credit,NG,Branch
T0001568,C00106-A1,2023-10-16,3711.85,USD,Debit,GB,Web
T0001569,C00106-A1,2023-01-08,40555.62,EUR,Debit,TR,Branch
T0001570,C00106-A1,2022-08-15,41696.48,GBP,Credit,FR,Branch
T0001571,C00106-A1,2022-10-20,29192.57,CHF,Credit,FR,Branch
T0001572,C00106-A1,2023-09-26,21560.06,GBP,Debit,CH,Mobile
T0001573,C00106-A1,2022-10-14,55743.06,GBP,Debit,BR,Intl Transfer
T0001574,C00106-A2,2022-01-25,50837.86,CHF,Credit,CH,Intl Transfer
T0001575,C00106-A2,2022-10-31,51014.84,CHF,Debit,XX,Web
T0001576,C00106-A2,2023-07-02,34102.27,EUR,Credit,ES,Mobile
T0001577,C00106-A2,2022-08-30,37208.37,EUR,Debit,CN,Intl Transfer
T0001578,C00106-A2,2023-01-19,41018.84,CHF,Credit,CN,Intl Transfer
T0001579,C00106-A2,2022-10-12,8483.53,CHF,Credit,PA,Branch
T0001580,C00106-A2,2022-11-21,7438.06,EUR,Credit,FR,Web
T0001581,C00107-A1,2024-09-08,9216.17,USD,Debit,US,Mobile
T0001582,C00107-A1,2022-03-06,10872.47,EUR,Credit,CH,Branch
T0001583,C00107-A1,2024-09-15,28184.21,CHF,Credit,AE,Branch
T0001584,C00107-A1,2022-04-13,32537.14,EUR,Debit,BE,Mobile
T0001585,C00107-A1,2023-06-28,21872.16,USD,Credit,BE,SEPA Transfer
T0001586,C00107-A1,2024-09-06,52655.39,CHF,Debit,IT,Intl Transfer
T0001587,C00107-A1,2023-10-22,12146.52,GBP,Debit,NG,SEPA Transfer
T0001588,C00107-A1,2024-06-18,3922.15,GBP,Debit,BE,Branch
T0001589,C00107-A2,2022-12-30,52704.96,CHF,Debit,IR,Branch
T0001590,C00107-A2,2022-08-21,85600.36,CHF,Credit,CN,SEPA Transfer
T0001591,C00107-A2,2024-07-25,45857.74,GBP,Credit,NG,Intl Transfer
T0001592,C00107-A3,2024-12-25,37303.77,GBP,Debit,KY,Mobile
T0001593,C00107-A3,2022-10-17,54550.7,CHF,Credit,PA,Branch
T0001594,C00107-A3,2022-11-21,43452.88,USD,Debit,CH,Intl Transfer
T0001595,C00107-A3,2022-07-09,23635.13,USD,Debit,MA,Web
T0001596,C00107-A3,2024-11-17,62048.5,CHF,Credit,NG,Intl Transfer
T0001597,C00109-A1,2023-01-24,13576.01,CHF,Debit,IT,Web
T0001598,C00109-A1,2024-03-03,3377.69,GBP,Credit,KP,Intl Transfer
T0001599,C00109-A1,2022-07-19,6106.25,CHF,Credit,RU,Branch
T0001600,C00109-A1,2023-12-01,43239.25,USD,Credit,LU,Mobile
T0001601,C00109-A1,2024-07-07,977.36,USD,Credit,BE,Mobile
T0001602,C00109-A1,2022-05-06,76241.64,USD,Debit,IT,SEPA Transfer
T0001603,C00110-A1,2023-03-06,53423.18,EUR,Debit,TR,SEPA Transfer
T0001604,C00110-A1,2023-07-29,1247.14,USD,Debit,GB,Branch
T0001605,C00110-A2,2023-01-12,75184.97,CHF,Credit,RU,Intl Transfer
T0001606,C00110-A2,2024-08-20,61957.99,CHF,Debit,NG,Branch
T0001607,C00110-A2,2024-03-20,2277.15,GBP,Debit,BR,Branch
T0001608,C00110-A2,2024-03-22,89519.59,EUR,Credit,US,Web
T0001609,C00110-A2,2024-03-11,85223.49,EUR,Debit,LU,Mobile
T0001610,C00110-A2,2024-11-16,47685.19,GBP,Credit,AE,Web
T0001611,C00111-A1,2023-08-31,18119.03,GBP,Debit,IR,Mobile
T0001612,C00111-A1,2022-02-02,56506.82,CHF,Debit,IT,SEPA Transfer
T0001613,C00111-A1,2023-07-29,86488.7,CHF,Debit,RU,Branch
T0001614,C00111-A1,2023-01-28,80963.07,CHF,Credit,BE,SEPA Transfer
T0001615,C00111-A3,2023-09-04,58677.26,EUR,Debit,XX,Intl Transfer
T0001616,C00111-A3,2023-10-13,58447.94,USD,Debit,IR,Web
T0001617,C00111-A3,2024-05-26,71327.95,GBP,Credit,BR,Web
T0001618,C00111-A3,2022-08-18,7062.21,GBP,Credit,IT,Branch
T0001619,C00111-A3,2022-10-17,2809.51,EUR,Credit,LU,Web
T0001620,C00111-A3,2023-08-27,80486.26,EUR,Credit,KP,Branch
T0001621,C00112-A1,2024-12-28,12086.84,GBP,Credit,GB,SEPA Transfer
T0001622,C00112-A1,2023-04-12,20257.9,GBP,Debit,ES,Mobile
T0001623,C00112-A1,2024-09-14,60528.75,GBP,Credit,GB,Web
T0001624,C00112-A2,2022-10-24,67645.49,CHF,Credit,NG,Mobile
T0001625,C00112-A2,2022-01-27,53884.21,CHF,Debit,IT,Mobile
T0001626,C00112-A2,2024-10-25,76932.95,USD,Debit,US,SEPA Transfer
T0001627,C00113-A1,2024-04-29,80274.66,EUR,Credit,NG,Web
T0001628,C00113-A1,2022-12-25,70707.2,USD,Credit,GB,Branch
T0001629,C00113-A1,2023-03-10,34387.75,CHF,Debit,CN,Branch
T0001630,C00113-A1,2022-07-10,25650.49,CHF,Credit,NG,Web
T0001631,C00113-A1,2022-04-02,53902.22,GBP,Credit,KP,Branch
T0001632,C00113-A1,2023-02-02,36309.74,EUR,Debit,US,SEPA Transfer
T0001633,C00113-A1,2024-03-24,22817.83,USD,Debit,PA,SEPA Transfer
T0001634,C00113-A1,2024-07-29,78308.15,GBP,Debit,KP,SEPA Transfer
T0001635,C00113-A1,2023-03-30,25081.07,CHF,Debit,GB,Intl Transfer
T0001636,C00113-A1,2024-08-04,33724.14,GBP,Debit,GB,SEPA Transfer
T0001637,C00113-A1,2024-11-23,10362.23,USD,Credit,BR,SEPA Transfer
T0001638,C00113-A1,2024-03-15,45128.64,GBP,Credit,NG,SEPA Transfer
T0001639,C00113-A2,2024-05-15,87799.22,CHF,Debit,PA,Branch
T0001640,C00113-A2,2023-08-29,77523.9,USD,Debit,PA,Intl Transfer
T0001641,C00113-A2,2023-11-08,57594.34,CHF,Credit,PA,Web
T0001642,C00113-A2,2023-02-02,42728.84,GBP,Debit,RU,SEPA Transfer
T0001643,C00113-A2,2023-08-14,35328.76,GBP,Debit,FR,Intl Transfer
T0001644,C00113-A2,2022-09-09,30122.69,USD,Debit,AE,SEPA Transfer
T0001645,C00113-A2,2023-09-07,45882.56,USD,Debit,LU,Web
T0001646,C00113-A2,2023-11-09,8297.37,EUR,Debit,KY,Mobile
T0001647,C00113-A2,2023-12-24,78184.7,GBP,Credit,CN,Intl Transfer
T0001648,C00113-A2,2023-03-21,48461.95,GBP,Debit,KP,Intl Transfer
T0001649,C00113-A2,2023-05-07,54920.14,USD,Credit,FR,Mobile
T0001650,C00113-A2,2024-09-05,34321.77,EUR,Debit,US,Intl Transfer
T0001651,C00113-A2,2024-01-28,42309.38,EUR,Credit,NG,SEPA Transfer
T0001652,C00113-A2,2023-12-09,12506.99,EUR,Credit,AE,Intl Transfer
T0001653,C00113-A3,2024-10-18,26825.01,CHF,Debit,XX,Mobile
T0001654,C00113-A3,2024-08-16,18097.83,CHF,Debit,GB,SEPA Transfer
T0001655,C00113-A3,2023-03-01,67871.17,CHF,Debit,PA,Branch
T0001656,C00113-A3,2024-03-29,45562.97,GBP,Debit,KY,Branch
T0001657,C00113-A3,2022-12-23,13986.52,GBP,Credit,CH,Branch
T0001658,C00113-A3,2022-06-15,31787.0,USD,Debit,KP,Web
T0001659,C00113-A3,2023-04-29,82411.42,USD,Debit,MA,Mobile
T0001660,C00113-A3,2024-04-01,70453.74,EUR,Credit,LU,SEPA Transfer
T0001661,C00113-A3,2024-03-05,66972.65,GBP,Credit,LU,Branch
T0001662,C00113-A3,2022-12-11,8712.84,CHF,Debit,LU,Intl Transfer
T0001663,C00113-A3,2023-04-15,84581.07,CHF,Credit,CN,Branch
T0001664,C00113-A3,2022-10-03,83732.55,CHF,Debit,XX,SEPA Transfer
T0001665,C00114-A1,2023-11-22,39082.21,USD,Credit,DE,Mobile
T0001666,C00114-A1,2023-03-08,9386.43,USD,Debit,NG,Mobile
T0001667,C00114-A1,2023-02-03,43506.62,CHF,Debit,GB,Intl Transfer
T0001668,C00114-A1,2023-08-22,88098.84,EUR,Credit,FR,Mobile
T0001669,C00114-A1,2022-10-05,85683.15,GBP,Debit,BE,Intl Transfer
T0001670,C00115-A1,2022-02-28,39470.87,USD,Credit,IR,Intl Transfer
T0001671,C00115-A1,2023-09-12,36735.54,CHF,Debit,KY,SEPA Transfer
T0001672,C00115-A1,2022-11-02,41841.63,EUR,Debit,SY,Web
T0001673,C00115-A1,2022-08-25,34882.47,GBP,Debit,AE,Branch
T0001674,C00115-A1,2022-04-25,47047.6,GBP,Credit,KP,Web
T0001675,C00115-A1,2023-08-26,10967.38,USD,Credit,KY,Mobile
T0001676,C00115-A1,2023-07-27,85379.67,USD,Debit,ES,Branch
T0001677,C00115-A1,2022-10-15,2749.32,USD,Debit,RU,SEPA Transfer
T0001678,C00115-A1,2023-08-06,23560.43,GBP,Credit,DE,Mobile
T0001679,C00115-A1,2023-08-22,75726.31,EUR,Credit,KP,SEPA Transfer
T0001680,C00115-A1,2024-10-10,21338.62,USD,Credit,DE,Web
T0001681,C00115-A1,2023-10-04,84673.23,USD,Debit,PA,SEPA Transfer
T0001682,C00115-A1,2024-04-23,28504.86,EUR,Debit,CH,SEPA Transfer
T0001683,C00115-A1,2023-08-01,27656.95,EUR,Credit,CH,Web
T0001684,C00115-A1,2022-07-21,26822.54,CHF,Debit,AE,Intl Transfer
T0001685,C00116-A1,2023-08-10,30166.54,GBP,Credit,PA,Mobile
T0001686,C00116-A1,2024-03-27,56046.11,CHF,Debit,FR,Mobile
T0001687,C00116-A1,2023-11-13,61447.72,CHF,Credit,MA,SEPA Transfer
T0001688,C00116-A1,2022-02-09,65745.29,EUR,Debit,CH,Web
T0001689,C00116-A1,2024-02-22,48536.73,GBP,Credit,AE,Branch
T0001690,C00116-A1,2024-05-06,72330.11,USD,Credit,KP,Web
T0001691,C00116-A1,2023-04-19,86015.5,EUR,Debit,DE,Mobile
T0001692,C00116-A1,2024-06-22,53880.42,EUR,Credit,KY,Web
T0001693,C00116-A1,2023-12-10,6256.44,EUR,Debit,XX,Mobile
T0001694,C00116-A1,2022-09-08,11962.39,CHF,Credit,XX,Branch
T0001695,C00116-A1,2024-08-19,62555.27,EUR,Debit,DE,SEPA Transfer
T0001696,C00116-A1,2022-07-01,31479.83,CHF,Credit,NG,SEPA Transfer
T0001697,C00116-A1,2022-12-17,60468.5,GBP,Debit,IT,Web
T0001698,C00116-A1,2023-01-27,444.92,CHF,Debit,BE,Intl Transfer
T0001699,C00116-A2,2023-04-14,536.12,GBP,Credit,NG,Intl Transfer
T0001700,C00116-A2,2023-09-11,64621.75,EUR,Credit,IR,Mobile
T0001701,C00116-A2,2024-01-13,23933.06,CHF,Debit,KP,Intl Transfer
T0001702,C00116-A2,2022-07-31,39869.23,EUR,Debit,CN,SEPA Transfer
T0001703,C00116-A2,2023-02-19,79797.32,GBP,Debit,ES,Intl Transfer
T0001704,C00116-A2,2023-09-12,25901.98,GBP,Debit,US,Intl Transfer
T0001705,C00116-A2,2022-05-11,48626.07,CHF,Debit,ES,Web
T0001706,C00116-A2,2023-12-19,82413.03,GBP,Debit,NG,Mobile
T0001707,C00117-A1,2022-01-17,75048.8,EUR,Debit,SY,Branch
T0001708,C00117-A1,2023-08-29,40157.52,EUR,Credit,LU,SEPA Transfer
T0001709,C00117-A1,2023-06-07,52436.53,USD,Credit,MA,Intl Transfer
T0001710,C00117-A1,2024-09-07,63778.68,GBP,Debit,KP,Web
T0001711,C00117-A1,2022-09-05,24928.68,EUR,Debit,SY,Web
T0001712,C00118-A1,2023-07-23,69840.77,CHF,Credit,CH,Intl Transfer
T0001713,C00118-A1,2023-04-20,11970.31,EUR,Debit,GB,Web
T0001714,C00118-A1,2023-12-29,79006.18,CHF,Debit,AE,Branch
T0001715,C00118-A1,2022-10-06,71291.5,GBP,Debit,CH,Web
T0001716,C00118-A1,2024-02-23,12277.85,EUR,Debit,AE,Intl Transfer
T0001717,C00118-A1,2023-03-16,29515.51,GBP,Credit,TR,Mobile
T0001718,C00118-A1,2022-02-21,5650.57,USD,Credit,BR,Intl Transfer
T0001719,C00118-A1,2022-04-13,49063.25,GBP,Credit,BR,Mobile
T0001720,C00118-A1,2022-04-05,30609.91,EUR,Credit,ES,Intl Transfer
T0001721,C00118-A2,2022-12-20,72110.16,EUR,Credit,TR,Mobile
T0001722,C00118-A2,2023-01-13,36194.98,GBP,Debit,MA,Branch
T0001723,C00118-A2,2023-06-08,82239.04,EUR,Debit,KP,SEPA Transfer
T0001724,C00118-A2,2023-08-14,60714.88,USD,Debit,BE,Web
T0001725,C00118-A3,2024-01-21,17263.79,GBP,Debit,ES,Web
T0001726,C00118-A3,2024-11-02,64081.87,EUR,Credit,TR,Branch
T0001727,C00118-A3,2023-11-07,5510.08,EUR,Debit,PA,Branch
T0001728,C00118-A3,2023-08-30,79666.53,GBP,Credit,CN,Mobile
T0001729,C00118-A3,2024-09-02,45056.15,USD,Credit,AE,Mobile
T0001730,C00118-A3,2024-07-19,47201.89,EUR,Debit,KP,Intl Transfer
